  ENSEMBLE_MEMBER  COLUMN_HEIGHT   M_FLOW_RATE     SOURCE_START    SOURCE_DURAT    TOP_HAT_THICK   SUZUKI_A        SUZUKI_L        WIND_U          WIND_V          CLOUD_HEIGHT    CLOUD_THICK     FI_MEAN         DIAMETER_AGGR   DENSITY_AGGR    
      0954         -0.01196         0.25564        -0.15178         0.26300        -0.38363         0.60815         0.26994        -0.16513         0.04151        -0.36514         0.73509         0.76078         0.68479        -0.35004
      0955          0.26607        -0.38430        -0.68511        -0.76863         0.77229         0.62967         0.15206         0.25479         0.48296        -0.94375        -0.04936         0.59201        -0.96516        -0.23473
      0956         -0.95941         0.72978         0.00120         0.48601         0.06266         0.35459         0.18945        -0.19361        -0.02431        -0.28684        -0.26615         0.15254         0.56573         0.81528
      0957          0.11364         0.18198         0.77242         0.41709         0.32590         0.30212         0.70945         0.96416        -0.98302         0.85577        -0.82817        -0.58190         0.95395         0.47310
      0958          0.55204        -0.69897        -0.92017        -0.52016         0.99668        -0.14738        -0.72722        -0.97950        -0.57902        -0.02189        -0.14102        -0.46290         0.04001         0.92564
      0959          0.86518        -0.19119        -0.05740        -0.48751         0.37170        -0.33191         0.44379        -0.37845         0.32681         0.98656        -0.03635        -0.62332         0.29413        -0.83190
      0960          0.04794         0.62384         0.79465         0.32917        -0.26977        -0.77734        -0.27463        -0.20351         0.78969         0.60732         0.49641        -0.16188         0.52623         0.25294
      0961         -0.72571        -0.54838        -0.00206         0.62558         0.63623        -0.85791         0.42098        -0.52623        -0.34625        -0.08445         0.11457         0.35226        -0.54716         0.89781
      0962          0.02379        -0.47650         0.43836         0.25448        -0.19697        -0.61482        -0.31335        -0.78237         0.45844        -0.35474         0.99339        -0.59016         0.98026         0.49400
      0963          0.51351         0.36923         0.31228        -0.12260         0.11725        -0.43779        -0.32126        -0.76882         0.22266         0.64365        -0.53482         0.58413        -0.96708        -0.12653
      0964          0.81468        -0.26228        -0.52703        -0.42018         0.40644        -0.57227         0.49443        -0.82930        -0.65309        -0.52060         0.14807        -0.66667        -0.17972         0.37359
      0965         -0.63147        -0.85512         0.67774         0.14743         0.53160         0.55863        -0.39757        -0.89691        -0.70600        -0.38811         0.99996        -0.25797         0.83446        -0.94045
      0966          0.63000         0.39528         0.78650        -0.56120        -0.21853         0.29689        -0.20763         0.56100        -0.24617        -0.09630         0.29885         0.83745         0.12650        -0.75544
      0967         -0.58475        -0.46123        -0.27893         0.21408        -0.29306        -0.31224         0.90185        -0.04409        -0.46568         0.82009        -0.18767         0.19350        -0.48210        -0.83487
      0968         -0.18466        -0.59388         0.97248        -0.04006         0.45910        -0.48003         0.03190        -0.21454         0.85254        -0.64346        -0.45120        -0.72641         0.44203        -0.47374
      0969         -0.55259         0.67974        -0.67840        -0.98260        -0.45388         0.93310         0.89713         0.10506         0.43850        -0.27330         0.56385         0.77164        -0.39389        -0.50696
      0970         -0.82763         0.43208        -0.26297         0.60000         0.91269         0.50448        -0.46972         0.77117         0.79782        -0.92626         0.49894         0.80332         0.39796        -0.09323
      0971         -0.73798         0.62903         0.27912        -0.75560        -0.65797        -0.72681        -0.66038        -0.02323         0.29763        -0.76183        -0.30509        -0.56335         0.56130         0.12216
      0972          0.65019        -0.27114        -0.34274         0.73023        -0.86141        -0.24019        -0.51733         0.32261         0.50972         0.66038        -0.83035         0.43663        -0.73846         0.96020
      0973         -0.71610         0.17287        -0.24360        -0.59925         0.67509         0.53463         0.11137        -0.20163        -0.29695        -0.74317        -0.60988        -0.43021         0.05395        -0.68034
      0974          0.00622         0.41022         0.29969         0.32850         0.81266        -0.82170         0.06391         0.17402         0.32023        -0.80979        -0.12610         0.12407         0.55340        -0.59939
      0975         -0.81348        -0.95352        -0.56870        -0.30662        -0.69162         0.47587        -0.18260         0.36567         0.19993         0.95376         0.53344         0.29030         0.59910         0.51668
      0976          0.92269        -0.04700        -0.62679        -0.26033        -0.35906        -0.99032        -0.50307         0.54509        -0.66441        -0.10782        -0.25288         0.12595        -0.58658        -0.56957
      0977          0.76453         0.71575         0.73167         0.51876         0.45528         0.64777         0.52666         0.21838         0.17000        -0.99191         0.02271        -0.20514        -0.64639        -0.89969
      0978          0.94680         0.19511        -0.25517         0.78038         0.53914         0.22519         0.73270         0.45338        -0.59227         0.90081        -0.28340         0.04838         0.82272        -0.32440
      0979         -0.42422        -0.12916        -0.22419         0.70441         0.73459        -0.81345         0.18204         0.26826        -0.06313         0.63663         0.17731         0.80575         0.66885         0.94334
      0980         -0.75944        -0.14335        -0.76814        -0.57602        -0.38225         0.41492        -0.25584        -0.93722         0.02753        -0.61935         0.43226         0.30394         0.00122         0.79381
      0981         -0.86139         0.47897         0.03167        -0.89529        -0.58443         0.12900         0.57605         0.95879        -0.59595         0.55696         0.78080         0.83619         0.32575        -0.82670
      0982         -0.71845         0.36700         0.54382        -0.63166        -0.69562         0.35771         0.67961        -0.15633         0.08431        -0.43334         0.37269         0.63562        -0.77044         0.52669
      0983         -0.35052        -0.24932         0.86893        -0.77707        -0.52578         0.02494        -0.55425         0.62257        -0.11792         0.77715         0.38524         0.66696         0.43901         0.83226
      0984          0.98749         0.77152        -0.46551         0.28687         0.37057        -0.31968         0.69543         0.44463         0.46478        -0.86671         0.62730         0.41794         0.86653         0.83188
      0985         -0.64718         0.26787        -0.72604         0.05398         0.01124         0.80533        -0.90802        -0.50374        -0.96670         0.94274        -0.04372         0.09234         0.36068        -0.35810
      0986         -0.84753         0.52928        -0.78583         0.98163        -0.11397         0.53648        -0.19596        -0.02180         0.90189         0.20681        -0.33848        -0.35399         0.83359        -0.11947
      0987         -0.22060         0.14873        -0.26756        -0.03742        -0.87761        -0.17758         0.16360        -0.05505         0.05594         0.54655         0.11897         0.68053         0.53996        -0.23214
      0988         -0.01286        -0.84189         0.54221        -0.38872         0.94627        -0.76617         0.93733        -0.23093         0.51661         0.12569         0.37518         0.53666         0.80467         0.14806
      0989         -0.80085         0.96045         0.29370         0.61596         0.55978        -0.60430        -0.03753        -0.65257        -0.60403         0.74015        -0.51083         0.45775        -0.76148         0.50467
      0990          0.65836        -0.06104        -0.95846         0.57711         0.87577         0.04470         0.86080        -0.28063         0.45224        -0.60586        -0.34697        -0.36527         0.91897         0.38128
      0991         -0.00383        -0.91412        -0.36629         0.78867        -0.26267         0.54558        -0.97427         0.13724        -0.67993        -0.13669         0.80910        -0.38145         0.90071        -0.67924
      0992         -0.11630         0.80833         0.33479         0.13771         0.18759         0.93471        -0.35439        -0.91412        -0.07798         0.34125        -0.92605         0.67364        -0.33952        -0.92362
      0993         -0.40491        -0.75317        -0.90933         0.58144        -0.39576        -0.88933         0.01647         0.38368         0.98456        -0.27499         0.61164         0.92384         0.63123        -0.41675
      0994          0.77849         0.80908        -0.25899        -0.31260         0.50533         0.99265        -0.31466         0.97051         0.89527        -0.57358         0.40245        -0.07616         0.22922        -0.36057
      0995          0.72234        -0.78533         0.31137         0.87472        -0.00136        -0.91896         0.37121        -0.87553         0.58690        -0.96254        -0.02894         0.38559        -0.19532         0.18931
      0996          0.91633         0.30588         0.34154         0.80646         0.46518        -0.75429        -0.47945        -0.97536        -0.81286         0.73434        -0.79045         0.30508         0.16035        -0.79546
      0997         -0.25318         0.44810         0.06660         0.15983        -0.67680         0.20455         0.22590        -0.05061        -0.76091         0.32609         0.90928        -0.75388        -0.61870        -0.28657
      0998          0.21088        -0.33428         0.39162        -0.20759         0.25113        -0.06116         0.38295        -0.77740         0.52923        -0.19121         0.40004         0.99216         0.74433         0.09102
      0999          0.16301         0.89842        -0.32744        -0.82128         0.37921         0.33089         0.43651         0.03889         0.47715        -0.68767         0.06631        -0.14802         0.28500        -0.08411
      1000          0.88612        -0.69189         0.41471        -0.48894        -0.34747        -0.53164         0.17023        -0.91603         0.96127        -0.00065         0.19362        -0.47209         0.35304         0.36341
      1001          0.32775         0.03411         0.10855        -0.40829         0.05146         0.37090        -0.72233         0.96676        -0.31513        -0.84999         0.84542        -0.33106         0.44458         0.70672
      1002          0.37159        -0.22076        -0.56378        -0.71038         0.52669        -0.52773        -0.11028        -0.66092        -0.15419        -0.46225         0.19274        -0.70030         0.06702         0.50356
      1003         -0.93015         0.49303         0.50236         0.94443        -0.68327        -0.85898         0.56754        -0.98888         0.01794         0.67718        -0.51320         0.20466        -0.59578         0.79722
      1004         -0.31763         0.89579        -0.04697        -0.43514         0.92853         0.23711         0.83925        -0.92293        -0.08420         0.20329        -0.93799         0.33130         0.65031         0.49562
      1005         -0.55482         0.60997         0.54671         0.78171         0.04919         0.48720        -0.26254        -0.97216         0.19354         0.92613         0.47347        -0.57786         0.63991         0.83980
      1006          0.74369         0.85403         0.76109        -0.60832        -0.69868        -0.02626        -0.55984         0.17768        -0.39721        -0.71450         0.43486        -0.44368        -0.55143         0.41563
      1007          0.96219        -0.70726         0.75782        -0.48612        -0.26910        -0.62609         0.65642         0.30085         0.22344        -0.18380         0.89784        -0.60446         0.37410        -0.58827
      1008          0.66715         0.13470         0.84562         0.37347        -0.83806        -0.58196        -0.65483        -0.20481         0.38580         0.26787         0.55185         0.25547        -0.63253         0.40403
      1009         -0.45146        -0.85165        -0.28280         0.60662         0.82313         0.70434         0.08208        -0.18614        -0.80064        -0.27812         0.25853        -0.02169         0.03910        -0.72217
      1010         -0.28607         0.67787         0.15533        -0.72835         0.13471         0.14637         0.72487         0.49317        -0.96422         0.07058        -0.78666        -0.36604        -0.93272        -0.45895
      1011          0.42819        -0.92048        -0.10146         0.13271         0.04637        -0.45913        -0.21125        -0.57470        -0.21704        -0.69712        -0.86635        -0.51308         0.13167         0.81782
      1012         -0.53552         0.64152        -0.29369        -0.57874        -0.22285         0.44941         0.44074         0.25296        -0.39170         0.23309        -0.66981        -0.81429         0.80887        -0.56555
      1013          0.39613        -0.78986        -0.75662        -0.49179         0.93404        -0.67484         0.12285         0.68152         0.94937         0.95098         0.31765         0.21475        -0.60484         0.94322
      1014          0.36119         0.40338         0.59441        -0.20341        -0.77431        -0.34605         0.70156        -0.15202        -0.41331         0.90242         0.69078         0.42966         0.95490         0.42233
      1015         -0.50365         0.81858         0.80791         0.63838         0.30855         0.96124         0.28022        -0.64759        -0.90217        -0.94477        -0.09941         0.16382        -0.33049         0.67896
      1016         -0.87352         0.32116         0.66719        -0.47987        -0.62172        -0.09759        -0.90422         0.28201        -0.03245        -0.92128         0.34226         0.18573         0.35644        -0.86241
      1017          0.23503         0.62508         0.25343         0.91889        -0.60179         0.14589         0.24849         0.84755        -0.71425         0.57343        -0.90535        -0.38849         0.11787         0.77673
      1018         -0.51763        -0.17965         0.24451        -0.27991         0.91483        -0.72803         0.97648         0.68002        -0.38638         0.45577        -0.23783        -0.28217         0.57143         0.29156
      1019         -0.08534         0.74625         0.90652        -0.75721         0.24139         0.58530        -0.35216         0.84227        -0.45073        -0.09808         0.06432         0.69357        -0.44338        -0.34552
      1020          0.96354        -0.16923         0.45183        -0.12103        -0.34428         0.19344         0.28465        -0.00537        -0.38268         0.04782        -0.28179         0.93766        -0.25713        -0.12112
      1021         -0.68584         0.18592         0.58799         0.55509         0.56328        -0.01977        -0.41303         0.53526        -0.75134        -0.75301         0.80736         0.23676        -0.89814        -0.52710
      1022         -0.25633        -0.28157         0.29541        -0.69311         0.94069        -0.01711        -0.81973        -0.27664        -0.79706        -0.17842        -0.74055         0.18801        -0.10874         0.59566
      1023          0.58829        -0.99533        -0.94635        -0.28038         0.43481         0.11565        -0.44894         0.27258        -0.38227         0.02161         0.97898        -0.25532         0.31536        -0.02870
      1024         -0.43515        -0.57653        -0.43339         0.74154         0.27062        -0.38793        -0.38026        -0.55490         0.96366        -0.12226         0.37052         0.92147         0.25331        -0.01569
      1025         -0.74283         0.21459         0.54354        -0.77986        -0.73022         0.40042        -0.72567        -0.87344        -0.24950        -0.39707         0.67535         0.46819         0.14180         0.53531
      1026         -0.11994         0.07727        -0.00545         0.93071        -0.54308         0.17246        -0.37203        -0.12228         0.04788        -0.82783        -0.77044         0.88007         0.13550        -0.02313
      1027         -0.64220         0.46284         0.70664        -0.67691         0.15535         0.60986         0.30951         0.72773         0.74016         0.18532        -0.04810         0.73816        -0.95415        -0.66208
      1028         -0.26350         0.09255        -0.13298         1.00000        -0.42689        -0.04118         0.82622         0.45194        -0.91325        -0.40913         0.78550         0.21622         0.48790        -0.03202
      1029         -0.74849         0.09725        -0.76330         0.73160         0.03042         0.07845        -0.74019        -0.11898        -0.40352         0.66949        -0.21902         0.41410         0.24599        -0.50939
      1030         -0.84054        -0.05386        -0.09196        -0.19444        -0.95123        -0.34934        -0.05666        -0.27946         0.44324         0.05298        -0.65529        -0.87723        -0.15025         0.66505
      1031         -0.64605         0.55409         0.82174        -0.01902        -0.51236         0.57622         0.81850        -0.80078         0.38865        -0.61486         0.02383         0.80428         0.41828         0.22478
      1032         -0.04283         0.42862         0.64078         0.96668        -0.87961        -0.35391        -0.63133         0.96853         0.66600         0.82770        -0.11820         0.04652         0.80164         0.48320
      1033         -0.88398         0.22318         0.50966         0.04952         0.15424        -0.94711        -0.83761        -0.72921        -0.14908         0.27447        -0.07098        -0.16083         0.84225        -0.21704
      1034          0.46928        -0.04946        -0.11956         0.68509         0.06099        -0.52329        -0.11677        -0.87780        -0.67884         0.48988         0.10298        -0.50254         0.32880         0.64761
      1035          0.60095         0.91372        -0.49181         0.44993        -0.70549         0.99059        -0.56376        -0.41281        -0.49091        -0.26427         0.53007         0.54545        -0.26054        -0.30764
      1036          0.46133         0.94311        -0.04983        -0.47670        -0.19072         0.68732         0.42285         0.74991        -0.81108        -0.91172         0.33960        -0.29105        -0.59140         0.02315
      1037         -0.59230        -0.02145         0.08810         0.76972        -0.81593         0.28749         0.57977        -0.38107        -0.85392         0.13072         0.18041         0.02482         0.98723         0.62910
      1038          0.48061         0.21848        -0.49635        -0.91720        -0.56407         0.92147         0.94245         0.30513        -0.33003         0.27198         0.51441         0.03725         0.25500        -0.32751
      1039         -0.41261        -0.57825         0.15291         0.23815        -0.43477         0.15601        -0.70064        -0.32771        -0.59525        -0.40715         0.29953         0.20635        -0.81342         0.22409
      1040          0.01661        -0.51395        -0.35749        -0.58897         0.71627        -0.55695        -0.68306        -0.63575        -0.63903         0.09809         0.44650         0.54669        -0.39658        -0.14573
      1041          0.97578         0.32273        -0.13550        -0.39024         0.25057        -0.06367         0.84084         0.42341        -0.28482        -0.49982        -0.30213         0.85502         0.05104         0.12350
      1042         -0.58673         0.93090         0.14498         0.42172        -0.43042        -0.91835         0.58789         0.45081         0.68605         0.32293        -0.02269         0.82217         0.37853         0.22729
      1043          0.17531        -0.25503         0.56647        -0.40106        -0.64309         0.98152        -0.20735         0.39716         0.02628         0.39413         0.15684         0.37002         0.33038        -0.75746
      1044         -0.21857         0.55550        -0.49471        -0.94611         0.32438         0.50781         0.62119         0.39409        -0.42310         0.33958         0.22577         0.63372        -0.97606        -0.85655
      1045         -0.87528         0.77799        -0.27597        -0.70084         0.70866         0.08222         0.34232         0.84898         0.75579        -0.96543        -0.66644         0.56894        -0.21116        -0.48719
      1046         -0.28805        -0.30930         0.33008         0.18192         0.60594        -0.16056         0.54349         0.12268        -0.22583        -0.38090         0.94092         0.22804        -0.25387         0.60229
      1047          0.90928         0.14495         0.92575        -0.71195        -0.38658         0.91281         0.17259         0.17454         0.35589        -0.20866         0.00088        -0.51081        -0.26226         0.66408
      1048          0.00878         0.78356        -0.12632        -0.18178         0.49347         0.95531        -0.93301        -0.36524         0.55651         0.48884         0.96677        -0.85337         0.21212        -0.74262
      1049          0.45050        -0.21874         0.44805        -0.59388        -0.28889         0.78984         0.74576        -0.70569        -0.90360         0.11471        -0.62268        -0.21017        -0.48761         0.76069
      1050         -0.23488        -0.43966        -0.44124         0.11985         0.78907        -0.89670        -0.70477        -0.29925         0.02479         0.88572        -0.05823        -0.99340         0.40789         0.06325
      1051          0.27151        -0.87007        -0.23709        -0.94806         0.65605         0.16999        -0.04180        -0.86841         0.84697         0.74660         0.59326         0.44346         0.20217        -0.04192
      1052          0.11777         0.70227         0.53112        -0.86878         0.17762         0.90492         0.56003        -0.24633        -0.32115        -0.34532         0.08125         0.34499         0.87067        -0.83675
      1053         -0.91720        -0.07139         0.46445         0.29327        -0.92707        -0.26022         0.11534        -0.35649         0.38964        -0.04168         0.26145        -0.57690        -0.81765         0.32289
      1054          0.70589         0.35481        -0.34874        -0.82387        -0.55169        -0.82942         0.89021         0.32757        -0.40281         0.77336         0.65231        -0.08034        -0.46658        -0.14730
      1055          0.82036        -0.12295        -0.54593        -0.30404         0.91560         0.11759        -0.03579         0.58139        -0.57347         0.74537         0.47940        -0.89054        -0.72797         0.70933
      1056         -0.05933        -0.33726        -0.16271        -0.66056         0.41143         0.16465        -0.47546         0.95039        -0.53806         0.04459        -0.84658         0.41307         0.69990        -0.21608
      1057         -0.35397        -0.18340         0.19878         0.23291         0.12756        -0.05394         0.53944         0.07386        -0.39876         0.90155         0.84439         0.24480        -0.32297         0.32383
      1058          0.62845         0.05792        -0.38443         0.44170         0.50600         0.44803        -0.04806        -0.45527         0.31971         0.33176         0.10770         0.47391         0.64277         0.06764
      1059         -0.56992         0.74751         0.61917         0.91200         0.01489        -0.74357        -0.51166         0.24429         0.42049         0.87684         0.17344        -0.94514         0.15663        -0.32885
      1060          0.60383         0.25280        -0.37623        -0.82503        -0.04064         0.42154        -0.06199         0.44377         0.38824         0.16929        -0.92774        -0.04546         0.31837         0.99778
      1061          0.53122        -0.29742        -0.82811         0.18471         0.20068         0.26273        -0.45799        -0.27000        -0.75759        -0.34910        -0.67821        -0.67958         0.39488        -0.19667
      1062         -0.47779        -0.00856         0.13376        -0.04477        -0.91578        -0.08528        -0.00944        -0.37406        -0.07401         0.85484        -0.39771         0.67634        -0.46545         0.76923
      1063          0.18201        -0.37198        -0.15630         0.96281         0.38929        -0.76002         0.57459         0.99085         0.91911         0.76433         0.66297         0.56178        -0.43914        -0.83034
      1064         -0.91038        -0.80325        -0.69494         0.59234         0.42564        -0.87774         0.33861        -0.96233         0.77160         0.68727        -0.75058        -0.64302         0.62502        -0.06361
      1065          0.92403        -0.02715         0.60591        -0.80963         0.91074         0.19049         0.90005        -0.54880         0.28546         0.34152         0.79028         0.46865         0.50246         0.54815
      1066          0.36946         0.61206        -0.74585        -0.64587        -0.48932        -0.31864         0.13668        -0.70779        -0.61497        -0.80024         0.77285        -0.05325         0.73564        -0.37311
      1067         -0.02266        -0.31902        -0.28131         0.33557        -0.15130        -0.31141         0.47451        -0.34504         0.65286        -0.32276        -0.11531         0.45878         0.32429        -0.40786
      1068          0.05200        -0.35780        -0.34242         0.48367         0.77549         0.66882        -0.62662         0.04562         0.99201        -0.37078        -0.51706        -0.45551        -0.00917         0.65033
      1069          0.64601         0.33822        -0.11811        -0.19578         0.77641        -0.54287         0.03127         0.20455         0.59911        -0.01978         0.74346        -0.59675        -0.38993         0.18036
      1070          0.47359         0.30258         0.05499        -0.96675        -0.38588        -0.63675         0.93055         0.63054         0.72831        -0.55073         0.53407        -0.11734         0.58548         0.16012
      1071         -0.69644         0.51779        -0.44809         0.77831        -0.71343        -0.37699        -0.00458         0.81569        -0.90819        -0.38603         0.09803         0.93929         0.80201         0.99469
      1072          0.49703         0.60584        -0.76187         0.67932         0.62642         0.51652        -0.80778        -0.24517        -0.59143         0.55804        -0.11743        -0.51159        -0.90040         0.77308
      1073         -0.83127        -0.96112        -0.22450        -0.57389        -0.41094         0.48942         0.78931         0.03969         0.20315         0.56752         0.48487         0.81016         0.79307         0.74775
      1074         -0.89909         0.72782         0.94507        -0.27771        -0.35246         0.43845        -0.31855         0.44176         0.62788        -0.28898         0.78299         0.16673         0.38407        -0.00149
      1075         -0.14110         0.54881        -0.21674        -0.23622        -0.63715        -0.78336         0.40094         0.77802         0.69590        -0.48013         0.09413         0.74575         0.92539        -0.97749
      1076         -0.99802        -0.24213        -0.37475        -0.02140         0.64941         0.12966         0.93760        -0.63680        -0.18277         0.70245        -0.28843         0.73633        -0.78505        -0.56026
      1077          0.34916         0.72283        -0.33752        -0.19699        -0.64985         0.03437        -0.61025        -0.94815        -0.23608         0.46987        -0.85198        -0.58761         0.78011        -0.93205
      1078          0.44763         0.74334         0.87924         0.26062         0.06438        -0.23284         0.66468        -0.74047         0.07243        -0.16531         0.71639        -0.22363        -0.58890         0.88044
      1079         -0.37107        -0.43761        -0.90202         0.26610        -0.29229         0.06679        -0.50153         0.78318         0.89208         0.79671         0.68641         0.76494        -0.90176        -0.08974
      1080         -0.87627         0.61363         0.09865        -0.42295         0.99731        -0.06949         0.30500        -0.49043         0.92485        -0.11306        -0.47136        -0.33552         0.44260         0.98541
      1081         -0.49963         0.13987         0.55750        -0.38506        -0.42930        -0.67642        -0.18668         0.06125         0.15432        -0.00503         0.29116        -0.45274        -0.56279        -0.96385
      1082         -0.78968        -0.20062        -0.67103         0.11561         0.35861         0.17990        -0.14779        -0.62720        -0.21366        -0.74201         0.16800        -0.30740        -0.54157        -0.69984
      1083         -0.92505        -0.87378         0.59735        -0.91413         0.79013         0.36499        -0.48610         0.64143         0.01888        -0.64932        -0.95747         0.97744        -0.52120         0.38390
      1084         -0.16581         0.37113        -0.91585         0.83417         0.82543         0.66847         0.88583        -0.26041         0.53986        -0.41154        -0.06606        -0.77426         0.47563         0.71682
      1085         -0.65777        -0.20300        -0.21927         0.40552        -0.51510         0.55949        -0.84686         0.80648        -0.21108         0.52024         0.75183        -0.99697         0.22597        -0.15761
      1086          0.14607        -0.24833        -0.00806        -0.92744        -0.50867         0.37758         0.98870        -0.97378        -0.99551         0.34369         0.51571        -0.31702         0.39612         0.76736
      1087          0.59181        -0.27597        -0.84329         0.87153         0.84394         0.86182         0.20489        -0.35190         0.14064        -0.32555        -0.72233        -0.21862        -0.75337         0.12923
      1088         -0.47161        -0.65926        -0.69843        -0.88365        -0.73557        -0.97412        -0.82505        -0.92960         0.28378        -0.89055        -0.63636        -0.42541        -0.91033        -0.74668
      1089         -0.38342         0.96124        -0.47813        -0.10692         0.51249         0.36768        -0.15069        -0.72077        -0.49831        -0.36747        -0.91593         0.94767         0.50052        -0.69417
      1090          0.10850        -0.98500         0.27143         0.62008        -0.77967         0.37948        -0.21821         0.85931         0.57422         0.39859         0.92651        -0.65805         0.44916         0.04064
      1091          0.84706        -0.95248        -0.77484        -0.54917         0.53649        -0.37646        -0.98994        -0.35728        -0.56125        -0.20101        -0.20569        -0.74476         0.30562         0.46622
      1092         -0.84635         0.49083         0.16858        -0.66765         0.00572         0.92207        -0.57269        -0.62004        -0.36692         0.70181        -0.66693         0.51150         0.09416        -0.17787
      1093          0.03887         0.86115         0.08644        -0.00512        -0.08914        -0.28503         0.02575         0.83117        -0.28452        -0.16394        -0.05362         0.08846         0.35472        -0.84681
      1094         -0.12822         0.33633         0.83232        -0.32635        -0.52340        -0.20804         0.92707        -0.17223         0.63359        -0.94024        -0.40574         0.78199        -0.80983        -0.11325
      1095          0.14054         0.21765         0.96166         0.26864         0.23309         0.53900        -0.00258        -0.34853         0.56828        -0.92291        -0.37750         0.90488         0.85338         0.65134
      1096         -0.22234         0.98190        -0.66449        -0.46087         0.03744         0.52166        -0.52627        -0.96977         0.86198         0.89874        -0.72428         0.96076         0.01330        -0.00030
      1097         -0.62142        -0.34424        -0.79544        -0.77141         0.20793         0.22147         0.63384        -0.59315         0.13884         0.73120         0.52875         0.36502        -0.99324         0.21327
      1098         -0.65674        -0.38495         0.51197         0.60831         0.78138        -0.19809         0.25964         0.82333         0.73551         0.43687         0.43812         0.78882         0.08823        -0.48411
      1099          0.78157        -0.77405         0.44119        -0.22701        -0.24202         0.89011         0.74262         0.90007         0.56712        -0.76939        -0.68360         0.08403         0.41446         0.05282
      1100          0.62192        -0.05689         0.04940        -0.22252         0.89193         0.54716        -0.05021        -0.08528         0.70428         0.57815         0.67575         0.17343         0.75899        -0.17540
      1101          0.50003        -0.26377         0.80308         0.24994        -0.68815        -0.48271         0.51477         0.09553        -0.12639         0.49953        -0.99051         0.86818        -0.67764         0.71866
      1102          0.41761        -0.49252         0.51360        -0.02690         0.84911         0.85634         0.58724        -0.64393        -0.64407        -0.69341        -0.16781         0.94535         0.09664         0.79426
      1103         -0.44736         0.93958         0.79682         0.04664         0.03841        -0.08900        -0.37791         0.99212        -0.61619        -0.24233         0.88924        -0.92772        -0.92673        -0.65060
      1104          0.25663         0.95934         0.40434         0.46015        -0.36004         0.94137         0.65158        -0.70687         0.37945        -0.31058        -0.35701         0.24387        -0.58362         0.06514
      1105         -0.38584        -0.24723        -0.34454         0.37647        -0.03867        -0.09945         0.41232        -0.28471         0.52760         0.57066        -0.14128        -0.71134         0.60103        -0.71272
      1106          0.32527        -0.07951         0.52647         0.57643         0.34629         0.09301         0.20242         0.42974         0.86916        -0.37785         0.02813         0.49172         0.10583        -0.28408
      1107         -0.24010         0.10401         0.22751        -0.30864         0.14861         0.52813         0.88865         0.14327         0.86273        -0.10119        -0.09388         0.98170        -0.73002        -0.23060
      1108          0.75452         0.62588        -0.92704        -0.83811         0.90138         0.30402         0.32632         0.58301        -0.98009        -0.33269         0.23907        -0.83482         0.46726         0.62643
      1109         -0.91214        -0.77582         0.14930         0.83118        -0.45033         0.69957        -0.04732         0.22387        -0.71716        -0.77951         0.69595         0.13283        -0.38514         0.30917
      1110          0.19199        -0.75004        -0.62154         0.34317         0.08177        -0.84912        -0.39057        -0.35299         0.34912        -0.97741         0.40429        -0.64443         0.81950        -0.78234
      1111          0.12978        -0.58655        -0.54074        -0.40764         0.08615        -0.78872        -0.42877        -0.39463         0.77772        -0.08706        -0.47593        -0.58134        -0.60686         0.05051
      1112         -0.86729         0.01862        -0.54089         0.39880        -0.76250         0.56173        -0.38935         0.97721        -0.23807        -0.53655         0.22884        -0.41422         0.37329        -0.31887
      1113         -0.06243         0.05832         0.23895         0.50523         0.85124         0.55407        -0.22783         0.00645        -0.56824         0.69836        -0.56705        -0.24853        -0.48622         0.95190
      1114          0.44175         0.75615         0.42197        -0.89586         0.25520         0.08488         0.64009         0.27665         0.12864        -0.56738        -0.87913         0.50394         0.72836        -0.29011
      1115          0.97797         0.63630         0.53267        -0.49315         0.98811        -0.19533        -0.41219        -0.27304        -0.40719         0.05405        -0.16002         0.09425         0.97869        -0.34186
      1116         -0.63732        -0.11171         0.51131        -0.67013         0.44084        -0.59501         0.09788         0.11047        -0.33595        -0.57997         0.28843         0.67770        -0.85947         0.23524
      1117         -0.98942         0.38462        -0.36841        -0.02929         0.13674        -0.81675         0.14543         0.71509         0.49221        -0.19755        -0.50813         0.41129         0.63893         0.67963
      1118          0.06241        -0.50150         0.93273         0.63153         0.45340         0.90369         0.40469         0.47245        -0.85233         0.13028        -0.42957         0.23560         0.87269         0.62684
      1119          0.48520         0.58542        -0.51409         0.37039        -0.15084        -0.53629         0.28946        -0.75037         0.94563        -0.98209        -0.41736        -0.99211        -0.40708        -0.13722
      1120          0.24886        -0.69336        -0.96502        -0.25546         0.72239        -0.77453         0.73950        -0.31636        -0.69290         0.61109        -0.98106        -0.10715        -0.32502        -0.48181
      1121          0.55153         0.06265        -0.77640         0.91719         0.02514         0.96520         0.29601         0.07822         0.30482        -0.54518        -0.98381         0.83264         0.17479         0.15192
      1122          0.40985        -0.45780         0.49195         0.14134        -0.81685        -0.05246         0.21889        -0.59567        -0.72365         0.12195         0.14456         0.06296         0.50436         0.53603
      1123         -0.97279        -0.85049        -0.77822         0.39941         0.70376         0.31013         0.91075        -0.05549         0.11821        -0.21356         0.77963         0.62629        -0.42769         0.07749
      1124          0.47156        -0.34072         0.25763        -0.72524         0.89389         0.03058        -0.63740         0.88437        -0.55514        -0.27303         0.31460        -0.22705         0.75383        -0.11700
